source,target,weight
654956,75113,1
583505,634585,1
560692,563778,1
633859,652552,1
688110,566478,1
24658,668937,1
211573,522281,1
674201,85909,1
569699,527997,1
572922,572922,3
9038,605500,1
608649,668850,1
579244,519066,1
203924,504066,1
220179,681700,1
533647,94640,1
171188,500019,1
189656,572484,1
105197,166728,1
499793,564003,1
568490,25596,1
600369,27906,1
504805,665847,23
93592,586400,2
550040,578745,1
567820,687856,1
72614,190900,1
216766,10518,1
8982,634552,1
680406,179673,1
566938,519140,1
681165,523315,1
8177,603764,2
690843,634656,1
548225,500521,1
548811,223839,1
507190,165633,1
49850,632045,1
203265,522835,1
118312,218337,1
689497,671037,4
629980,177299,1
201328,201328,1
153664,179108,1
635325,101796,1
125509,524076,1
579866,686874,1
21126,681512,1
513977,500792,1
578506,577018,1
689497,685607,1
241065,543225,1
150533,568800,1
692242,630654,1
524775,248227,1
59054,500184,1
117313,679302,1
152470,568844,1
40395,26547,1
4006,55011,1
633637,11059,1
586593,135214,1
121909,144165,1
200925,528071,1
40486,691035,2
517563,515725,1
530727,222578,1
607355,541477,1
55887,102046,1
686053,688994,1
519741,601254,1
247767,508780,1
235720,167646,1
587250,238163,1
184470,655112,1
518440,44009,1
569699,569715,1
131620,30052,1
233248,640073,2
527744,183638,7
71691,686446,1
586124,223313,1
635467,196089,1
671619,584787,1
634111,107237,1
602748,214638,1
635467,527997,1
144386,691722,1
37541,156577,6
50485,94509,1
509054,60979,1
515565,575686,1
130620,535369,1
205251,691333,1
564192,55475,1
172389,247517,1
687733,602403,1
190584,524736,1
686613,655364,1
99915,519695,1
682195,59327,2
676775,151819,1
38650,677943,1
516664,149514,1
501644,500128,1
692099,575890,1
19575,673073,1
567890,159867,1
188035,175387,1
600252,13770,1
519189,688289,1
500146,239965,1
679691,234734,1
685607,243687,1
522269,588391,1
689737,640081,1
180741,572922,1
654956,579582,1
4894,653013,1
556861,563736,1
224813,670718,1
30980,22089,1
176957,651722,1
24192,181296,1
227468,500191,1
602441,582461,1
633485,515788,4
40675,690766,1
116335,670405,1
552163,282208,1
44600,102731,1
500647,653013,1
499251,204199,1
26373,684808,1
586068,570550,1
108019,317761,1
208533,208533,1
100041,231520,1
674016,606647,1
499410,639548,1
576437,500699,1
38837,30527,1
679691,34321,1
275898,691809,6
59069,640531,1
540101,182665,1
679697,573861,1
520847,106004,1
679951,206774,1
49451,579842,1
676224,678541,1
535768,691033,1
499363,666961,1
65417,246067,1
95254,95254,4
676601,687471,1
574565,636649,1
633859,637288,2
244154,536826,1
686053,145142,1
117313,686631,1
586519,316796,1
587187,692252,1
266078,576172,1
55498,60051,1
150735,501035,1
582112,556977,1
606647,162330,1
691650,682072,1
602349,636132,1
119666,4894,1
690023,500699,1
684611,118985,1
530531,667743,1
525222,652545,1
275898,682975,1
675524,204614,1
690645,691829,1
691809,16435,1
81444,675788,1
22072,692218,1
633843,239530,1
525936,197156,1
30672,567146,2
119750,635076,1
544761,249041,1
172325,504416,1
565355,512181,1
580832,160990,6
674016,129610,1
686446,582189,2
686874,538384,1
17575,38837,1
41757,670715,1
527290,682456,1
686463,501969,1
525756,588755,1
588836,684611,1
514407,564450,1
675669,523951,3
112030,62826,1
509597,553868,1
575657,651371,1
577571,266078,1
512808,133945,1
586058,63472,2
501871,605061,10
502216,639525,1
686874,239194,1
131596,636133,1
513662,557814,1
37346,548147,2
98636,185403,9
547537,561942,1
629842,53869,1
638213,81444,1
674865,688984,2
679772,201113,1
87161,317761,1
606327,28389,1
503323,512055,1
683006,679697,1
607198,670057,1
116809,634177,2
608467,548465,1
207299,510266,1
164631,155432,1
588008,58621,1
686613,651126,1
632204,309385,1
499889,667524,1
221975,553260,1
677367,499856,1
212771,575173,1
691467,56682,1
684818,204531,1
683571,515580,1
220808,524736,1
211482,689735,1
686613,200202,1
275898,635061,2
235304,249578,3
678438,537794,1
59962,550143,1
233356,676224,1
49006,564450,1
570130,588107,1
506468,182191,1
97055,691306,1
527661,654384,1
525481,249578,1
232265,520813,3
582866,181647,1
18563,546450,1
634753,16074,1
672359,563736,1
509553,691199,1
689362,111373,3
640212,545624,1
578772,499613,1
630138,539144,1
577096,629723,1
59548,500259,1
59327,56682,1
3072,8534,2
331374,562336,1
637967,55475,1
19699,557096,1
25948,192259,1
669286,67301,1
582189,632448,1
204179,670118,1
634294,238906,1
56739,605953,1
229368,212394,1
163057,130491,1
499929,153665,1
143035,107741,1
683458,580248,1
222643,631853,1
582906,10075,1
561839,606962,1
684182,233790,1
502577,680509,1
569277,690843,1
603257,630223,1
112030,46797,1
18563,535279,1
554620,237501,1
230058,45964,1
135214,544504,1
182676,633852,1
681404,51414,1
208539,686484,1
34901,537471,1
156643,156643,1
569176,573087,3
223072,556204,1
631471,235179,1
534149,509060,1
211110,548147,1
534185,154148,1
73668,73668,4
689023,170475,1
634554,146490,1
115878,586124,1
28074,28392,1
178915,577078,1
207353,689782,1
673426,688894,1
164876,559974,1
691265,604575,1
134489,227747,1
636898,302559,1
136081,53773,1
652939,49423,1
200476,129998,1
76355,547904,1
637789,6615,1
680126,121873,3
74674,14647,1
230689,502547,1
570951,76314,1
520921,79971,1
270363,22470,1
232439,78399,1
666995,603984,1
521718,501428,1
23514,668937,1
304183,553603,4
150745,670822,1
588755,678541,1
523002,25786,2
2968,653289,1
240998,65417,1
205135,561792,1
67785,40678,1
586078,77245,1
200202,49126,1
689884,548534,1
673831,638781,1
521235,174446,1
689602,666064,1
233227,233227,1
637728,684221,1
568460,150841,1
655112,680762,4
601840,16435,1
629450,507457,1
280987,632037,1
538757,238330,1
499261,669110,1
689555,317761,1
122374,639280,1
74258,571830,1
588183,500189,1
602403,534458,1
684182,671476,1
99139,233191,1
51140,176518,1
558742,44980,1
503692,17578,1
220003,201650,1
211811,651126,5
534458,15938,1
75733,671619,1
567820,211843,1
687014,100041,1
573657,120500,1
500146,561106,1
178602,505380,1
499366,669110,1
505430,678879,1
581143,530344,1
137790,633157,1
561688,222884,2
679691,37016,1
556697,10197,1
689849,689849,9
578566,637640,1
152470,668937,1
118499,637849,1
577579,74081,2
98495,537955,1
651705,574135,1
601254,525690,2
197565,687298,1
583297,686144,1
204634,135214,1
608361,629352,1
499944,54010,2
501732,680864,1
681949,579040,1
43017,608913,1
559719,533159,1
670396,572922,1
576109,687901,1
691975,508347,5
690843,677398,1
99798,37263,1
604998,74258,2
565355,680864,1
539116,677171,1
581404,30980,1
499851,633843,1
556513,689861,2
19792,541888,1
523951,534185,1
608649,557400,2
691583,680509,1
62826,683788,1
654859,223407,1
499501,190900,1
213679,153651,2
176553,528047,1
152162,509399,1
41370,16074,1
572922,532222,1
576611,131910,1
171188,77583,1
247517,685914,1
679615,537003,1
579846,192344,1
4894,133575,1
199018,677239,1
681436,681436,1
178936,175497,1
298683,516366,1
100041,607549,1
500828,527744,1
74288,500191,1
94989,500031,1
40395,57430,1
578100,580955,1
584344,528247,1
581535,635544,1
606522,317761,1
576049,240421,1
655825,536718,1
119665,580853,1
77429,545891,1
501035,10705,2
550858,630329,1
556017,682456,1
603634,687908,1
654563,638929,1
580184,676315,1
680595,553803,1
56739,545967,1
549143,2183,1
180022,500110,2
587578,500128,1
538764,535369,2
690286,21965,1
112030,680762,1
130437,504989,1
32213,539144,1
142825,563778,1
688412,38394,1
525193,580719,1
28392,115878,1
651412,238047,1
680131,552648,1
669110,638929,1
543225,671111,1
640073,35396,1
167335,52072,1
29444,608035,1
690068,636438,1
105566,49126,1
124552,501951,1
532199,132974,1
686372,3481,1
677647,666154,3
238074,67907,1
601061,10705,1
207112,509832,1
550603,167264,1
508172,45524,2
94524,632045,1
527635,244809,1
32213,230094,1
117313,243404,1
247172,522138,1
608947,513678,1
606165,55498,1
170664,533123,1
237529,638340,1
107047,68955,1
601840,152968,1
102731,535369,2
579586,666698,1
500445,499749,3
511380,42349,1
682745,684602,1
192259,680777,1
66584,208696,1
6219,77777,1
669741,94509,1
690432,691094,1
674016,547821,1
677429,527744,1
543426,586124,1
573861,507649,2
167088,537794,1
605977,633221,1
630329,690654,1
637348,671995,1
99165,502420,1
688820,207696,1
677906,569176,1
586068,633859,1
691396,55475,1
58600,229790,1
23214,507663,2
689861,691306,2
218517,580832,1
116452,636938,1
585723,502577,1
64436,172389,1
236000,665882,1
530220,25633,1
227120,68961,1
607908,192344,1
675524,514557,2
76355,684661,1
504534,2148,3
192346,504911,1
64217,578308,1
61486,136837,1
670511,687628,1
30527,502004,1
638217,531365,1
678196,527923,1
677367,222221,1
247517,570748,1
667645,174067,1
680055,577993,1
83268,573087,1
570135,688984,1
89693,94842,1
558329,507152,1
569277,505380,1
206719,655370,1
102731,44829,1
603034,499613,1
587305,512055,1
16133,121877,1
131731,607903,1
689735,525936,2
567692,637151,1
555871,523951,1
639911,542232,1
124078,170664,1
681795,630916,1
667447,177731,1
119075,687733,1
520635,499292,1
667618,691396,1
247843,20373,1
331339,103996,1
691672,513288,1
527899,691904,3
687170,686372,3
501145,94524,1
547756,185403,1
692248,124124,1
583261,164344,1
118985,507447,1
220348,502011,1
98636,119059,1
562788,548225,1
671309,510670,1
637348,506668,2
579985,602252,1
667658,224497,1
119779,639567,1
190254,584045,1
638264,5487,1
677105,179933,1
17839,504911,1
107591,564122,1
527054,165535,2
117313,681022,1
578323,222971,1
681452,166728,1
606522,686961,1
15472,601208,1
131488,640481,1
33443,115878,1
690766,25633,1
94667,29181,1
543328,516429,1
97004,575173,1
574978,104470,1
677906,654319,1
169493,542261,1
531626,680866,2
677429,236279,1
554261,128733,1
210001,168414,1
14647,238330,1
499446,135762,1
686053,680854,1
182564,555173,1
10339,690169,1
203859,629338,1
690148,192935,1
130620,548552,1
500647,502671,1
637424,670511,1
550997,640802,1
531777,1264,1
655086,104443,1
17839,557800,1
554615,116452,1
74674,674009,1
606522,125297,1
572189,531196,1
689362,535455,1
584344,112116,1
535369,558132,1
102731,549658,1
218450,55475,1
679691,678310,1
572922,500200,1
690644,575686,1
533552,633859,1
583906,164344,1
499749,578245,1
680762,563983,1
556861,503395,1
22470,582906,1
548344,600283,1
568800,504549,1
125509,51446,1
230088,184470,1
500031,21965,1
507663,549203,1
655705,677093,2
684709,500728,1
55197,94535,1
72710,71141,1
88519,183389,1
669285,692218,1
515788,116864,1
603257,527904,1
690148,236360,1
193320,692019,1
586581,102731,1
516970,682686,1
503372,227704,1
583505,149514,2
19575,188652,1
606156,500153,1
209794,32135,1
175586,690766,1
178380,549588,1
507063,76955,1
635288,676943,1
686446,33443,1
683006,166728,1
160100,5381,1
204419,677375,3
608361,10741,1
573052,134597,1
120500,6602,1
674016,652152,1
35950,499205,1
672342,682195,1
500031,217520,1
583505,79971,1
683244,100525,1
47029,518336,1
564332,681925,1
203859,32889,1
666545,537614,1
333436,522794,1
608209,576527,1
686874,231518,1
678509,690544,1
513369,636649,1
682396,688930,1
341298,601189,1
205693,682673,1
18537,630916,1
569125,537794,1
670511,119075,1
689844,164468,1
245174,605960,1
587421,317937,1
1264,571425,1
513977,541767,1
16133,499749,1
35396,640073,1
589629,654992,1
583231,174191,1
172632,633296,1
686613,581430,2
679697,508766,1
248515,546484,1
690698,511760,1
501871,193754,1
54482,589057,1
573787,227704,1
682828,503183,1
575686,132752,2
66584,561575,1
153444,506211,1
214638,608925,1
633157,44420,1
563277,639567,1
518647,565241,2
197588,136081,2
219450,152162,1
606809,579582,1
674016,244694,2
575211,518698,1
652879,692079,1
510448,32884,1
201114,232992,1
637789,93115,2
543372,690843,1
687815,64124,1
554620,682456,1
236690,159276,1
106927,536047,1
640511,500260,1
514037,536256,1
528633,70212,1
6602,539719,1
578734,563338,1
49239,500112,1
575657,575173,1
634552,62493,1
672042,167335,1
575428,220447,1
684182,106374,1
583337,667658,1
580876,652285,1
578745,606904,1
635206,688531,3
317937,49126,5
162938,13498,1
528071,112030,1
37330,89256,1
135846,630577,1
216766,59182,1
562761,91533,1
526382,552735,1
640825,566277,1
516173,513107,1
690305,692218,1
633852,18563,1
245174,560004,1
634421,208564,1
590147,526973,1
209742,657,1
510144,513088,1
653736,639548,1
232212,667524,1
505423,2148,1
543248,681022,1
632045,130620,3
170639,94936,1
149514,676066,1
604502,633233,1
156314,560004,2
581789,651779,1
572366,605829,1
211523,211523,1
530911,608015,1
19663,507625,2
563638,193564,1
573531,204890,1
667618,932,1
119604,682201,1
505380,666751,1
169070,49006,1
244091,232265,1
563778,632068,1
61298,652334,1
149038,587527,1
655677,54907,1
56987,563533,1
105197,634254,1
50419,606809,2
682201,682195,2
684856,600252,1
654385,499358,2
518215,535455,1
176518,71985,1
516017,209296,1
677647,517614,2
563338,531196,1
8397,528218,1
37541,516664,1
52281,499768,1
586078,675310,1
637684,132487,1
586763,588513,1
100267,107341,1
579582,607778,1
528633,504805,6
514662,6585,1
574983,143035,2
678460,503372,1
690190,191412,1
219799,500572,1
132496,534185,1
561652,672498,2
575903,72183,1
585723,71141,1
14001,677179,1
667067,668321,1
552455,516017,1
238226,499928,1
35038,526764,1
589734,176814,1
223839,682201,1
499358,35352,1
676028,932,2
682203,171266,1
94115,28392,1
681634,172560,1
500546,183344,1
19778,55197,1
604838,499875,1
688289,90208,1
533647,638705,1
578814,629352,1
71285,687471,2
588780,688975,1
510266,183392,3
66138,521721,1
562526,564123,1
204179,149309,1
523052,606647,1
5693,589208,1
236690,88583,1
216766,561652,1
544741,687323,1
230094,207980,1
639786,629537,1
524093,691853,1
162330,500110,1
602358,1381,2
691070,216582,1
172414,668509,1
574669,534938,1
678992,152470,1
637827,38002,1
512059,224815,1
515788,117560,1
556536,689497,1
505849,682624,1
690843,690685,1
606468,75545,1
150198,570601,1
526514,565489,1
563778,673426,1
678169,551278,1
672007,540539,1
692171,65505,1
666012,602349,1
688110,502991,1
238730,682278,1
690304,203896,2
63880,685097,1
678196,337826,1
21180,570174,3
60012,630855,1
578772,584873,1
182876,84213,1
653440,155433,1
556513,228825,1
587370,677375,1
232212,144823,1
499873,691306,2
94788,667658,1
222419,651640,1
54949,589777,1
43775,507006,2
690653,135214,1
689497,115224,1
555871,28392,2
579773,690304,2
631099,115878,1
28918,500195,1
589718,188459,1
54010,19575,1
37783,499775,1
679687,525129,1
671476,557296,1
195373,569176,1
691333,674009,1
583231,674386,1
230058,530794,1
691809,207801,1
690019,548513,1
634228,54991,1
681582,561659,1
652334,637895,1
523951,604651,1
655677,50710,2
238360,608925,1
207922,543561,1
690231,690645,1
213680,606534,1
559360,681022,1
119075,2968,2
639360,317761,1
679697,541888,1
675939,501428,1
524093,501232,1
527046,215275,1
171612,634171,1
552648,216571,1
668652,567394,1
4349,683693,1
123601,519695,1
20552,579474,1
176814,536872,1
254568,512888,1
673426,555173,1
572671,601189,1
540897,670677,1
512121,84213,1
578506,536826,2
509522,557096,1
23064,691306,2
129433,197588,1
36135,196525,1
170475,535264,1
636938,572189,1
677818,549275,1
17611,503395,1
556997,567774,1
530137,499793,1
681925,680701,1
188910,589777,1
581049,220759,1
540876,638577,1
192259,219782,1
1264,507597,1
607903,506657,1
636938,162759,1
521235,26971,1
691736,236359,1
654549,686050,1
42167,248729,1
512614,532362,1
501871,537794,2
640212,607786,1
507190,560107,1
208564,670204,1
634552,240572,1
130303,35428,1
516082,83730,1
118985,634644,1
94509,503137,1
667618,568415,2
247843,96494,2
507817,576861,1
18537,192812,2
562313,159867,1
636486,515788,1
552735,248515,1
499569,206927,1
606647,208499,1
186791,538641,1
635350,560426,1
690823,684411,1
500834,116217,1
94509,526391,1
167335,85358,1
567477,684930,2
522750,692132,1
174067,634554,1
691524,575802,1
21871,55475,2
208564,569360,1
682203,683424,1
167335,558329,1
20552,676476,1
675572,530993,1
677754,144333,1
688874,687794,1
224071,531626,1
681365,500033,2
155364,21004,1
561576,175497,1
547026,581219,1
119075,561082,2
577339,519657,1
553379,527997,1
499749,133175,1
672826,200202,1
683536,688289,2
586119,78369,1
548558,574678,1
669812,669812,1
554615,166127,1
85518,27534,1
526649,515725,1
570667,185084,1
26534,690843,1
629980,75545,1
635288,231977,1
174372,691849,1
119560,632931,1
125124,630759,1
3457,49126,1
532044,89220,1
227909,687658,1
558060,522906,1
76577,573037,1
49006,631546,1
509901,601700,1
561106,218671,1
102731,587474,1
508498,538757,1
182847,499749,1
633859,534185,1
607799,48895,1
51140,204651,1
574677,116028,1
64124,201117,1
155434,573380,1
49200,500638,1
499873,636781,1
523373,608398,1
78369,507006,1
691070,691164,1
126010,500019,1
692368,579307,1
196377,114773,1
690685,123160,1
175805,23572,1
579538,637272,1
519174,507785,1
586068,192344,1
128814,42911,1
637789,540492,1
520509,79653,1
20373,548307,2
689057,678244,1
28671,582140,1
639644,559644,1
575173,45168,1
176814,666961,2
539719,568631,1
629980,181031,1
504537,151912,1
49006,514903,3
27219,104443,1
108164,601254,1
500200,130620,1
677424,195393,1
500517,683731,1
499428,203973,1
239484,514383,1
547821,682201,3
535169,668891,1
555871,689884,1
677825,510038,1
579307,547821,1
173727,124021,1
606522,600903,1
507625,16943,1
687397,133153,1
191779,248614,1
686463,245174,1
639250,55475,1
581613,676073,1
682195,629450,3
188754,552163,1
44829,206061,1
152470,120860,1
193754,586529,1
669644,11848,1
668390,652058,2
635467,201820,1
585715,633591,1
165885,586327,1
677470,608492,1
232992,691570,7
235573,74460,1
606070,588391,1
499483,10741,1
682543,193754,1
687521,504845,1
639786,575173,1
130620,605993,2
517331,134489,1
684803,52261,1
152981,555871,1
164224,634973,1
525222,579842,1
239635,673073,1
531063,690644,1
185213,102046,2
54264,583269,1
679687,639189,2
635206,7957,1
503714,516173,1
98495,586587,1
580812,690645,2
3457,606156,1
654566,203598,1
18537,119323,1
634552,553628,1
2809,679401,1
689572,603868,1
682201,556513,1
7652,605953,1
499205,224333,1
518215,666344,2
690304,268543,1
653256,559974,1
149038,528633,1
655217,238736,1
634554,586524,1
629698,682840,1
208499,103172,1
125124,527744,1
692110,692110,2
553628,552320,1
691439,535389,2
687312,337826,1
558606,666995,1
122374,630061,1
548558,680680,1
236690,163063,1
87685,527997,1
652608,103293,1
499873,59588,1
152162,83749,1
37523,547223,1
510144,518582,1
554261,667312,1
189749,189749,2
588589,297728,1
580733,208911,1
151912,51757,1
588107,640481,1
579842,689861,1
517321,166103,1
218671,108600,1
635206,224079,1
634254,185213,1
579842,107338,1
688898,524093,1
691053,555693,1
605228,239484,1
525936,608819,1
56682,542766,1
583233,10992,1
639504,533797,1
630495,691815,1
208600,633296,1
232212,562278,1
499283,566570,1
588353,119887,1
129998,506292,1
640490,683359,1
653979,655370,1
589970,692125,1
161365,655370,1
690766,575211,1
247172,117560,2
549061,530743,1
539144,179673,1
22670,674279,1
505849,207299,1
243004,58849,1
108656,72519,1
691617,635467,2
675572,600899,1
165633,241041,1
587226,516568,1
543248,564313,1
543426,183900,1
51762,513678,1
676053,587830,1
552320,51918,1
513236,638805,1
50710,685023,3
229790,576109,1
146923,124237,1
152981,565199,1
10434,556204,1
79180,600493,1
499613,545405,1
49497,49006,1
640490,690068,1
170029,46764,1
112030,681111,1
8624,679401,1
499739,59280,1
635122,21273,1
30375,150745,2
686050,94640,2
636638,137185,1
678460,44152,1
654289,236358,1
235573,544504,1
678253,20180,1
522269,28392,1
666407,220179,1
232992,38837,3
568631,517263,1
634552,162594,1
521791,535264,1
681141,688913,1
640531,574074,1
516664,634753,1
690685,238954,1
137790,59915,1
588511,228053,2
96987,508101,1
608041,161987,1
520184,557944,1
671619,685890,2
231907,193005,1
60514,500112,1
526512,674201,1
151314,51140,1
500638,214794,2
520184,86098,2
604782,238954,2
690843,655086,2
631657,220348,1
668105,189749,1
669966,689849,1
339790,633921,1
543248,574397,1
575998,201328,1
673838,40593,1
671619,685786,2
689274,581206,1
239530,6454,1
573037,80872,1
128196,11018,3
686053,499574,1
178800,681469,1
49126,633643,1
568535,690148,1
682975,607908,1
630120,238360,1
565831,247843,1
519695,547971,1
688110,631021,2
687991,685607,1
316715,116452,2
517331,690140,1
188680,565982,1
666961,233227,3
183344,506936,1
133575,181062,1
553379,604940,1
531675,523596,1
689558,520636,1
515725,183638,1
683006,683006,2
566919,505900,1
59327,601443,1
177795,74674,1
680447,159126,1
517614,166665,1
85062,227747,1
512808,630355,1
500031,567477,1
687151,654785,1
26373,187198,1
692335,530062,2
587250,556513,3
501034,31375,1
56739,535369,1
577929,520636,2
499467,589208,1
176874,637348,1
241863,549853,1
105454,58621,1
686050,175848,1
499763,636693,1
548225,682332,1
652600,76355,1
544942,99915,1
667524,176957,1
224005,680406,1
500146,205403,2
130178,156577,2
162372,45964,1
45582,189656,1
164425,575657,1
666881,678070,1
174010,682454,1
687701,687658,1
543593,514662,1
674397,677104,1
10741,687803,1
631853,673157,1
192812,691769,1
23488,542783,1
602511,682773,1
200857,10741,1
165453,640000,1
233661,684294,1
674367,105718,1
186514,245901,2
20180,579842,2
163831,588511,1
550351,687298,1
692099,549599,1
586763,203265,1
549844,637124,1
525222,638577,1
111373,576611,1
555173,688883,4
206719,28392,1
635467,71349,1
634208,681365,2
607625,562317,1
569984,671314,2
673210,681657,1
187726,189623,1
528071,109512,1
636595,667139,1
502137,669080,1
234026,667743,1
131990,572875,1
636425,605470,1
667739,655790,4
636938,290748,1
72114,506316,1
654128,690138,2
24695,558505,1
209454,64881,3
510176,530727,1
203859,677470,1
516173,236360,1
575173,188754,1
182876,572366,1
552156,224497,1
196693,589057,1
670155,225527,1
177227,580731,1
244754,552291,1
667524,681494,1
499358,518647,1
577435,652545,2
509060,21668,1
572721,38576,1
509127,532926,1
687628,208009,1
520558,539306,1
690698,166095,1
232265,505387,1
145219,688088,1
154303,683610,1
553260,501007,1
44009,691815,1
587191,171188,1
691293,527184,1
655221,680864,1
236690,541888,2
558915,74258,1
555173,685983,3
155869,67098,1
131844,608925,2
132752,688412,2
632045,687658,2
233790,635350,2
681795,126010,2
503423,235438,2
502216,231520,1
607778,513148,1
634783,563736,1
504534,690148,1
577096,673502,1
672063,53322,1
633157,570130,2
580731,555173,3
51569,631853,1
682456,589057,1
95254,655677,1
574983,667715,1
541888,521554,1
55360,552735,1
499524,589380,1
38576,688119,1
536697,541527,1
686990,58600,1
634735,690231,1
244078,532044,3
680854,115313,1
75487,552604,1
691759,36135,5
673838,575281,1
638660,43707,1
232265,21974,2
634711,197565,1
640073,602791,1
500638,569699,1
501428,95948,1
80722,574429,1
631853,503395,1
676028,515356,1
81999,32213,1
527744,637152,1
331339,553822,1
533204,556204,1
687908,555361,1
524093,569699,1
602349,683693,1
44600,680546,1
509276,23875,3
520708,544987,1
170029,280987,1
6293,167334,1
676601,505380,1
603257,684709,1
175848,542125,1
640002,674016,1
603034,46799,1
100744,632031,1
581219,228108,1
570999,37541,1
671619,633260,1
119075,200202,1
583287,566277,1
588619,679032,1
688984,682743,1
637827,564722,1
557446,677174,1
223409,676693,1
44600,666688,1
666012,118985,2
127886,681259,1
667618,677647,1
48945,688820,2
654128,507392,1
667743,212259,1
640063,171294,1
64311,125509,1
230094,162073,1
690766,640295,1
682396,691966,1
689497,685833,1
554775,529638,1
568535,608361,2
140293,39340,1
550273,149514,1
224953,570329,1
150095,679293,1
575686,652334,1
30527,533242,3
169493,502798,3
122374,640481,1
563778,540101,1
509178,137773,1
4145,64311,1
247517,171511,1
567890,634735,1
106927,64217,1
640712,29979,1
516173,651412,1
195869,630057,10
532982,589198,1
673091,182345,1
608225,673732,1
520114,633296,1
576437,579307,1
167776,22548,1
502164,565173,2
555916,604799,1
119887,194721,1
61486,23661,2
514383,691885,1
130303,520826,1
222419,500517,3
165535,507039,2
178389,636781,1
509553,2968,1
178649,523902,1
173831,364,2
239624,570117,1
635288,523387,1
183536,513557,1
216766,681165,1
49618,38650,2
688600,79180,1
668306,36397,1
121623,630020,4
635329,528047,1
586068,198567,2
235720,563736,1
605116,600594,1
208499,510144,1
587250,634649,1
548940,673426,1
586529,31156,1
505849,150868,1
206179,206179,1
689280,684709,2
691821,568535,1
30223,689506,1
509054,5457,1
637925,531626,1
576748,206859,1
3479,72519,1
30223,677647,1
534149,43704,1
551823,590087,1
182351,163057,1
543372,562212,1
608211,232992,1
564772,680131,1
90394,64124,1
535496,102165,1
7270,630916,1
167679,53014,2
680701,2148,1
683424,501232,1
218517,637849,1
578511,57326,1
567774,601208,1
24695,671904,1
224749,608649,1
589203,683731,1
634552,690685,1
691809,51446,1
47944,691809,1
602358,93137,1
94509,523649,1
572922,500123,2
505380,227639,1
177431,651640,1
172385,632091,2
531196,537471,1
153665,128814,1
518698,582140,1
185084,527715,1
507447,689558,1
108656,686613,1
564772,638929,1
563736,243791,2
230058,634554,1
499205,87161,1
543426,576722,1
634585,686107,1
655825,205096,1
586119,211584,1
181296,638213,1
72611,560940,1
572922,112030,1
509276,509276,6
506609,671619,1
690843,203083,2
575216,187975,1
500200,606622,1
211648,499613,1
634649,537574,1
569717,563736,1
543248,506211,1
569717,45669,1
39353,608093,1
248515,53014,3
560523,639777,1
634554,96399,2
677174,521197,1
522138,565489,1
538384,116320,1
528047,589756,1
502216,144610,1
236358,145551,1
216368,130964,1
117465,602349,1
527187,681707,1
691570,504412,1
516889,533835,1
91348,532731,1
519836,499428,1
238360,51848,1
131910,131910,7
635467,691617,2
678438,682753,1
572875,556509,1
534970,499749,1
137790,499313,1
654289,686463,1
573087,7346,1
512059,534267,9
680772,690698,2
531063,669110,1
167335,691809,2
634208,28392,1
37611,532808,1
511146,690645,1
556354,679401,1
688393,522565,1
188754,630490,1
207112,672955,1
244809,682456,1
683228,635812,1
686212,228466,1
685889,37541,1
681213,6132,1
23214,163057,1
575686,559111,1
669693,668321,1
22470,178915,1
211828,115312,1
684709,64311,1
640481,224071,1
208499,17578,1
169070,585818,1
674016,273482,1
35975,679742,1
691070,231518,2
561652,55498,1
515862,601254,2
536872,680131,1
58186,513411,1
120885,690231,1
636045,509247,1
600369,682456,1
635467,224795,1
636938,632748,1
575063,605993,1
563515,679355,1
683424,165190,1
71741,60979,2
561652,672342,1
680027,44980,2
508346,629815,1
521489,569176,1
75487,179502,1
530531,679989,2
684411,158814,1
563854,667618,1
79949,50308,3
691790,105063,1
524652,573201,1
500346,677011,1
137185,687014,1
514117,578383,1
671924,562534,2
38394,630915,1
692124,304814,1
634783,686463,1
34176,676362,1
193754,1264,1
144823,561238,1
555871,566938,1
568085,587421,1
163063,142825,1
179108,18537,1
49154,548528,1
100543,629441,1
499736,515914,1
9281,606890,1
586119,504537,1
651818,589970,1
201113,537278,2
584635,174048,1
501035,58621,1
500795,569545,2
233503,153665,1
101796,629225,1
179893,541888,2
120014,12071,1
640073,580853,1
228053,635288,1
589629,207112,1
579866,547817,1
162286,676574,1
608925,114773,1
685571,638700,1
689497,500370,1
170029,500200,1
587370,691847,2
48428,10705,1
159126,608947,1
569699,143035,1
182564,634584,1
557238,500132,1
561576,500425,1
553260,37541,1
680777,165535,1
672565,177260,1
691306,689274,1
564926,525936,1
672263,504112,1
531063,589057,1
505430,679173,1
168525,128733,1
539144,688289,1
675721,633296,1
669080,691898,1
121820,606953,1
541711,527054,1
538764,581182,1
173987,537794,1
574110,3467,1
588244,52753,1
691070,555772,1
691306,500324,1
543248,203512,2
109512,673304,1
526247,51140,1
130964,601189,1
690898,681925,1
583298,554669,1
37611,240843,1
522158,523951,1
144333,500116,1
38576,654650,1
217520,165190,1
162073,652285,1
564156,678896,1
590134,608138,1
635350,208696,1
115879,144774,1
638462,690807,1
230058,550331,1
193320,691617,1
509660,124765,1
671476,691841,3
38837,220003,1
678541,150963,1
640040,636649,1
685728,543742,1
549143,502809,2
674386,506968,1
20542,184943,1
589718,527649,1
691070,654445,1
137185,64037,1
632339,543248,1
170884,55475,1
208600,499283,1
655705,683359,1
531349,51762,1
120500,514407,1
116350,507190,1
608649,601119,2
688782,511146,1
