source,target,weight
207886,55475,1
675359,666961,4
687794,503395,1
691617,66584,1
67785,668565,4
606522,203275,1
558372,579516,1
108019,225518,1
640151,23771,1
634783,224830,1
582178,666370,1
512148,30783,1
8409,506657,1
175805,507193,1
580659,153330,1
571425,507447,1
71313,583930,1
630627,196693,1
589756,583959,1
681657,502216,1
630759,666900,1
499283,108656,1
583903,6111,1
206859,561626,1
633157,214638,1
653256,551313,1
221985,500549,2
169493,23771,5
679916,680131,1
676476,516486,1
16133,582189,1
208696,500699,3
691053,132496,1
224690,190891,1
73698,87685,1
248049,686050,1
499358,179673,1
684803,506211,1
578125,167375,1
83730,684426,2
527744,537794,1
117313,520509,2
560818,632891,1
500307,56739,2
587378,43257,1
114929,119887,1
500128,521489,1
34236,667743,1
561106,93137,1
692006,513014,1
218764,675939,1
655569,687901,1
666843,523776,1
589748,581430,1
672741,589756,1
227120,672163,1
564382,85518,1
522835,504985,1
667841,51414,1
49945,603670,1
63226,516802,1
691815,651530,1
581049,56270,1
511580,195869,2
46764,688994,1
505380,684803,1
31645,565895,1
269473,574246,3
229790,532731,1
185213,673300,1
684811,687628,1
689497,631880,5
176814,543426,2
679742,176804,1
510266,80642,1
501951,124552,1
690843,51778,1
188754,516802,1
685281,580191,1
689885,606230,1
143923,229790,1
500276,2968,2
254568,692098,1
499749,665911,1
119728,553878,1
683536,527825,1
500927,608041,1
685046,501871,1
155433,516559,1
691182,634004,1
584343,199038,1
217520,178131,1
537794,166931,1
588107,565297,1
527174,502667,6
655508,507152,1
37611,607903,2
89960,55475,1
574550,577339,1
640781,125383,1
690330,640211,1
680680,581219,1
553669,85724,1
676476,217520,1
629842,534185,1
691234,671974,1
582098,673399,1
56682,499216,1
546090,522716,2
75487,630061,1
578965,600252,1
16435,515914,1
186514,150868,1
673911,532044,1
655133,577339,2
107243,657,1
236358,170067,1
579116,551789,1
686285,153169,3
539852,35058,1
550311,28392,3
686412,555732,1
575903,631264,1
235455,687969,1
547356,574565,1
222852,234742,1
554160,49126,1
117313,635350,1
230094,513863,1
537553,46764,1
637510,499768,3
640123,176957,1
499431,629763,1
64881,509247,2
522750,552896,1
18563,520266,1
76577,500324,1
608467,168135,1
688289,108656,1
668937,637424,1
668757,501195,1
687658,632045,1
634554,221546,1
570618,72755,1
581219,170364,1
521254,149038,1
214794,638656,1
635206,685426,1
541767,629980,1
558915,37409,1
686874,575173,1
153665,57068,1
515367,54907,1
690843,678310,1
72337,603257,1
119323,205096,1
555173,82014,1
49497,224333,1
512888,52933,1
543561,37541,1
568844,586400,1
671904,106004,1
554261,267909,1
632037,572442,1
111373,316715,1
691664,640867,1
527734,633296,1
586119,577300,1
674356,564318,1
64042,13950,1
534938,55475,1
679687,225527,1
683610,549757,2
690301,185184,1
129433,686050,3
124765,559974,1
237928,636133,1
690843,554212,1
119887,13770,4
186791,119075,1
556861,499613,1
537794,197186,1
669705,605165,1
537794,109512,1
653074,131910,1
114929,499466,1
674236,639659,1
225697,640081,1
681365,16074,1
504537,676601,2
117048,239530,1
580832,85518,1
574429,671904,1
677966,630061,1
672229,691053,1
569277,685914,1
182809,558827,1
507190,547904,1
600270,517514,1
606267,685570,1
59550,581219,1
652231,511910,1
633233,500970,1
678070,588183,1
13120,218671,1
22695,679302,1
691885,506631,1
76314,688289,1
31984,176914,1
673426,606962,1
80668,56739,1
683359,515827,1
49126,654549,1
75487,637827,2
583959,575739,1
571045,680159,1
51318,638929,1
533552,551403,1
245660,556657,1
676476,588391,1
504636,675496,1
100041,517081,1
504272,531063,1
202438,202438,1
76577,533703,2
72656,71349,1
690936,144653,1
78345,667436,1
55132,678196,1
121582,121582,2
500970,655217,1
634208,603125,1
673838,513840,2
691053,552190,1
214794,689874,1
72656,4894,1
633296,680518,1
64124,50710,1
630061,554025,1
62493,669955,1
54010,523596,1
548870,634973,2
152162,177024,1
55475,523077,1
692092,585770,2
680542,655569,1
603661,209292,1
679789,521197,1
172689,690019,1
674397,203265,1
518966,676452,1
655825,105566,1
208672,239965,3
686755,653756,3
167097,568836,1
238047,556432,1
673444,603670,1
116071,55475,1
64217,149327,1
586297,159243,1
228825,146490,1
510266,228466,1
223409,176957,1
189749,514962,1
136338,682456,1
509247,601189,1
547993,155433,1
632494,229790,2
671619,137522,4
681793,688178,1
587370,165725,1
520921,668960,1
586119,66166,1
556485,689497,1
515050,162330,2
629981,75189,1
531733,571892,1
655112,605416,1
544482,96384,1
687697,670118,2
690544,159867,1
499715,519329,1
691809,654075,1
640151,676028,1
521235,541767,1
503831,673838,1
633296,512823,1
528882,528882,1
50456,576109,1
121877,175387,1
170871,690190,1
168966,629698,1
684426,189719,1
691182,505600,1
588391,4551,3
551954,24593,1
573225,520784,1
605829,119075,1
88583,191479,1
672342,212771,1
521233,674948,1
501035,567003,1
673426,153867,1
233191,74674,1
674397,677375,1
606925,167335,1
607241,500469,2
545815,563338,1
564049,7185,1
676476,176790,1
59327,533552,1
212153,689023,1
638781,633941,9
551996,86767,2
153867,527734,1
681431,500699,1
634552,149960,2
518034,562656,1
7652,59182,1
119075,500195,1
639567,687658,1
679132,635350,1
26649,588395,1
637408,508216,1
590134,589057,1
563778,77501,1
550040,691617,1
220169,632891,1
543760,639659,1
575510,55475,1
87755,690644,1
684991,55475,1
582461,330370,1
183389,555916,1
119281,691306,1
151141,689668,1
680509,633843,1
640002,600899,1
674721,676073,1
58623,248535,1
669110,536826,1
20727,37349,1
108805,678541,1
670511,654443,1
638264,239530,1
579101,566887,1
521988,499929,1
581430,120860,1
517033,670212,1
150095,317761,1
501871,134489,2
292325,292325,3
654785,691736,2
601052,503020,1
629698,553041,2
531626,504354,1
522835,690169,1
500261,607549,1
583505,30457,1
23048,55475,1
534458,515442,1
163415,239530,1
533242,115224,2
689983,691306,3
589198,680680,1
575686,501007,1
500079,692018,1
212428,163415,1
196183,558372,1
159718,244154,1
684125,105714,1
654289,30375,1
563778,674106,1
208499,38080,1
579474,234026,2
666963,690140,1
532199,634649,1
568631,214794,1
680131,96399,1
584344,14647,1
130491,64403,1
245310,153396,1
230339,678879,1
634988,686542,1
81978,677375,2
235284,178083,1
678231,633337,2
608361,499757,1
679539,185881,1
186804,44410,1
5658,538045,1
688289,164344,1
520670,667721,1
691759,37541,1
690843,580625,1
674865,572922,1
560004,674544,1
548759,208499,1
510160,224079,2
600252,688994,1
523609,195997,1
633859,563736,1
109512,212987,1
604917,601629,1
184040,576836,1
219888,500191,1
670118,204199,1
500425,556816,1
521362,38394,1
78917,519767,2
673904,499613,1
97741,556816,1
76577,557096,1
187853,527649,1
677842,604831,1
544761,673426,1
502644,505942,1
680772,45964,1
637827,676385,1
212259,192783,1
601284,666841,1
64311,4145,1
689914,689914,1
182345,102046,1
109133,577993,1
652031,105919,1
667577,518440,1
219523,513829,1
52261,132496,1
583908,505338,1
684709,499641,1
606522,586529,1
509276,503020,1
499428,608925,1
683359,607903,1
97282,523951,1
14983,601885,1
579516,634735,1
608398,527181,1
519767,536204,1
603257,46299,2
670088,691256,1
672162,603017,7
7652,561652,1
6128,587187,1
39852,12129,1
586124,602403,2
176957,677212,1
149514,600903,1
1782,589965,1
170364,502216,1
680817,546809,1
583298,333436,1
182345,638577,1
634585,28176,1
14694,673426,1
65938,574646,2
600899,40829,1
671924,545815,1
536826,150198,1
606156,666985,1
633859,573861,2
119075,684803,1
39212,53014,1
227909,669254,1
178915,121629,1
692110,631264,2
521197,130290,1
632440,522748,1
116071,553379,1
188576,687397,1
545311,209091,1
689362,520442,1
504985,578353,2
549853,241863,1
227120,523596,1
640073,25937,1
180916,50954,1
666698,576897,1
516173,141477,1
10058,689497,5
503020,5457,1
665912,180735,1
512315,672042,2
690190,682203,1
17578,603608,2
511146,23214,1
59327,605165,1
195373,49618,1
550331,183952,1
514065,511015,1
687733,137790,1
239484,79048,1
635543,530559,1
561106,55498,1
566570,606430,1
678231,55707,1
235304,691261,1
98105,508683,1
34901,678231,1
671619,638929,1
683536,676053,1
41348,206852,1
678357,640591,1
235419,570680,2
500680,75545,1
571653,503714,2
581049,605840,1
65938,17755,1
4050,544506,1
566972,557800,2
691617,181299,1
81978,150739,1
500521,223407,1
607786,143279,1
219450,10741,2
223476,72755,1
553878,247426,1
185213,684709,9
639830,224003,1
234734,560235,2
37611,203598,1
51140,49126,21
68546,184934,1
500260,500260,5
555732,111413,1
555732,189623,1
159867,588351,1
124669,655569,1
536697,579846,1
236690,667125,2
116452,505380,1
527734,586365,1
579020,579020,1
149514,689274,2
576332,60051,1
680897,190891,1
691617,36274,1
688412,688289,1
602872,504911,1
517614,499873,2
564929,116452,2
690843,2968,1
669110,499261,3
634668,689075,1
502164,604726,1
499841,640073,1
640295,45964,11
583269,155019,1
675939,637849,1
568263,165535,2
579778,603764,1
156389,692058,1
691809,634136,1
170029,682452,1
686053,24192,1
587440,567774,1
63550,655145,1
202438,530220,1
689692,683661,1
124669,47725,1
156643,105990,1
523951,665882,2
197565,552190,1
691306,63441,1
574429,40451,1
575903,472,2
515827,605993,2
639730,176526,1
673429,529215,1
244091,675721,1
577784,500172,1
504738,553260,1
564291,85523,1
7927,683539,1
218764,28389,1
545965,692368,1
541548,38837,1
577078,667504,1
675862,688289,1
688491,690190,1
207886,223407,1
507625,537001,1
120325,579040,1
208911,509276,1
526936,208696,1
686915,686463,1
182351,690687,1
575903,605416,1
633157,569125,1
587442,15887,1
570174,175697,1
521235,509054,1
30223,685607,1
639189,41066,1
537003,236690,1
70705,588652,1
10634,499574,1
37346,677375,1
603764,572685,1
604261,689362,1
212394,601840,1
504708,630986,1
172527,41608,1
608411,586078,1
579736,682468,1
636438,550624,1
534185,562212,1
584344,216048,1
507625,19663,2
561093,638533,1
3072,570618,1
636036,168092,1
689849,636036,1
63550,587830,1
690068,6585,1
10992,528071,1
214638,526993,1
686203,215275,1
639525,637139,2
554200,608925,1
499712,529899,1
542731,630453,1
26373,18799,1
527997,558083,1
604506,687298,1
232992,640073,4
532982,680406,1
96384,690102,1
74674,116452,1
26627,208692,2
638660,638660,1
43707,28392,1
655086,691261,1
600899,122198,1
607241,588662,1
692017,4894,1
684182,685571,1
38394,654549,2
144386,529854,1
671541,587474,1
692049,671476,1
21901,518647,1
178030,189749,1
538764,575686,3
582200,629980,1
7652,244694,1
499663,676028,1
131910,567477,1
537602,674016,1
211482,589748,1
569277,503250,1
525936,569717,2
668652,669254,1
188362,589380,1
689145,204531,2
583959,8570,1
560003,125245,1
71285,200202,1
172784,543760,1
214638,536826,2
177427,239063,1
76577,580650,1
566570,666184,1
504659,500680,1
187726,651530,1
513250,509247,3
503831,681795,1
150435,515633,1
606230,10992,1
665912,162967,1
690766,48428,1
59327,46764,1
220003,666601,1
512121,120014,1
217367,581219,1
586365,558083,1
71053,10992,1
182351,191412,1
143620,588391,1
516017,572366,7
634585,516512,1
606267,502802,1
635467,671924,1
606523,555871,1
565297,546450,1
130437,588294,1
669110,589032,1
317761,60845,1
168423,501329,1
531626,687471,1
558119,581219,1
51140,499928,2
689022,203275,1
51140,674979,1
689354,637227,2
116593,175311,1
20700,5006,1
687312,61486,1
224071,237190,1
587187,652879,1
116630,589307,1
582531,684856,1
683359,100324,1
233356,506631,1
149038,561688,12
30783,39617,1
602748,677011,1
676367,502069,1
95263,179502,1
75691,223839,1
633260,632182,1
566688,676272,1
137185,121623,1
514962,6603,1
212153,499358,1
152810,582140,1
601254,676053,1
151709,632337,1
511684,669644,2
86840,500276,1
677943,690644,1
274065,521629,1
233673,233673,1
583231,131910,1
181462,167335,2
206179,53773,1
690645,11498,1
639786,44152,1
499749,677647,1
500886,566938,1
212373,686755,1
4145,197565,1
194263,37541,1
690843,544761,1
212502,576331,1
556561,542170,1
674333,49618,1
556216,587187,1
50384,248515,1
132496,132496,1
683693,640295,1
246521,243534,1
563778,580495,1
200336,682686,1
690570,691215,1
691841,71985,1
515408,537553,1
667386,499749,1
603868,579958,1
678310,500952,1
635206,499212,1
233834,172784,1
120391,102881,1
176804,679742,1
690843,81978,1
37249,19575,1
608041,572097,1
536826,690148,1
691053,224689,1
670757,634552,1
674865,668949,1
238047,601645,1
504463,690148,1
9388,679326,1
634042,608495,1
532870,566871,2
10197,601885,1
231907,679326,1
154099,35172,1
521721,607809,1
205839,290748,1
633006,567394,1
608739,600389,1
205251,635467,1
119665,173987,1
548291,604998,3
303562,65505,1
73668,637849,1
551313,685334,1
521069,538294,1
544798,499358,1
520826,606468,1
55498,634996,2
691814,239580,1
500425,169493,1
655705,527106,1
234542,631608,1
38837,239530,1
507521,669644,1
119665,678196,1
640073,170252,2
691617,688531,1
180963,551789,1
690570,634552,1
634240,600369,1
111835,634004,1
588511,517563,5
634042,555871,2
515788,639802,1
165535,501796,1
231623,606522,1
116452,561652,1
574678,691103,1
232992,679989,5
233514,541548,1
55498,513148,1
545822,545822,2
635235,601629,1
633157,682456,1
665882,565676,1
41509,563778,1
640151,589970,1
17578,677943,1
686915,677695,1
513653,684189,1
655569,680457,1
634554,162073,1
205234,634973,1
6603,671476,1
692209,520636,1
630061,684485,1
676367,586297,1
547904,571425,1
683006,75113,1
518698,669110,1
218517,130437,1
636438,585349,1
175387,506499,1
684715,603868,1
634988,515633,1
175922,145551,1
680466,574550,1
667739,108860,1
575945,578572,1
684611,692218,1
516173,570619,1
179467,561652,1
588391,67098,1
580495,49423,1
520558,575686,1
32171,652338,1
91850,98495,1
25786,675939,1
499793,679679,1
7957,516664,1
204661,72614,1
603868,631072,1
512059,680534,1
499873,207696,1
578745,179108,2
688110,548592,1
608138,689735,1
513236,513148,1
513250,520636,1
576437,198928,1
676476,77270,1
218450,223407,1
577993,51140,7
667010,600252,1
676053,538384,1
195869,20847,1
557975,521235,1
204199,546607,1
527054,166127,1
564156,196753,1
690843,232265,1
266698,93815,1
176518,679302,1
555524,636462,1
94509,25633,1
548063,590067,1
528233,679246,1
607379,188362,1
502011,77568,1
302559,61486,2
640211,637348,1
538384,511876,1
691617,44195,1
683006,667720,1
518215,215275,1
683571,515066,1
577785,531349,1
164344,669285,1
557800,570174,1
651722,39651,1
584635,86098,1
59327,605116,3
570174,572189,1
584691,634552,1
675268,547223,1
588755,516173,1
3457,674279,1
192986,221823,1
503456,685890,1
631638,198726,1
555429,501145,1
184106,197565,1
10705,182676,1
634554,500226,1
151943,671619,2
517366,154719,1
155433,172325,4
121623,684329,1
199392,602968,1
521872,115251,1
566911,548164,1
150963,500195,2
26535,633373,1
666961,6835,1
600899,638894,1
670822,603764,1
583375,570218,5
42167,65953,1
639777,5457,1
208696,123435,2
520708,678541,1
217520,500132,1
635206,600856,1
684485,524093,1
173987,684182,1
28392,633396,2
565297,206858,1
534006,30008,1
504805,577334,1
52008,237970,1
166728,548147,1
205229,686613,1
82648,675721,1
51918,233983,1
174116,99913,2
557364,688412,1
515095,239530,1
680595,504534,1
504534,193328,1
682089,206739,2
516486,38650,1
586889,208499,1
499300,556513,1
689861,630309,1
26971,72337,2
211584,678992,1
214638,523951,1
686372,30527,1
572793,536872,1
219450,520799,1
607883,500366,1
224758,513894,1
55475,550814,1
185213,676601,2
587439,178915,1
537003,23771,1
675788,526970,1
566570,522835,1
539144,60845,1
247172,205417,1
501293,530746,1
512309,211410,1
602748,138609,1
64311,27016,1
520216,61374,1
579479,318877,1
606233,32171,1
574429,575871,1
652760,518647,1
586127,589970,1
509957,668652,1
541548,155723,1
543281,513615,4
606270,8624,1
577300,606267,1
634649,576021,1
500172,176518,2
504416,39352,1
572922,690299,1
607903,208696,5
308588,10992,1
654825,640123,1
509957,514523,1
669150,75113,1
168570,134489,1
117313,569176,1
676103,681436,1
236358,513615,1
205417,85820,3
197169,208672,1
24063,131910,1
230094,668565,1
6881,207696,1
102388,547904,1
556918,155723,1
10634,51817,1
655420,171093,1
569699,503478,1
691182,577226,1
578745,577214,1
501035,532044,12
502943,60012,1
196693,144954,1
582624,553260,1
223767,244690,1
567213,634208,1
508710,72114,1
112030,77330,1
107243,584045,1
510562,589056,1
568836,223761,1
19778,502216,1
585715,651588,1
685890,65665,1
637137,637137,4
527835,633843,1
665847,2148,2
690068,518647,1
640007,35038,1
588107,177299,1
580495,20552,1
631171,150198,1
40134,692017,2
175860,66166,1
526370,136727,1
317761,531626,2
133175,199392,1
537794,55197,1
172689,52957,1
21273,501005,1
681793,97004,1
228722,634004,1
600903,690138,1
32442,221985,1
673904,220179,1
577880,537574,1
655297,636036,1
608398,691088,2
243584,88602,1
96196,671435,1
686674,220003,1
37000,540190,1
91533,119604,1
633643,51140,4
561106,683458,1
120885,505803,1
680680,565867,1
531626,12129,1
553248,134489,1
192986,224690,1
163809,637424,1
83590,633790,1
549933,564156,1
518803,571425,1
185184,552604,1
586068,691160,1
170447,6602,1
556513,587378,1
190254,159479,1
605466,499641,1
8613,686484,1
580699,98094,1
121619,676053,1
130303,518647,1
578557,690843,1
142928,133950,1
499736,586495,1
30980,581404,1
108860,512808,1
561688,561238,1
532930,149038,1
155433,687298,1
505138,74258,1
2968,119075,1
505351,177918,2
605116,124237,1
542717,83463,1
689497,675648,3
652259,572922,16
559737,692271,1
513250,588183,1
121877,509247,1
206423,563699,1
68955,244754,1
523609,83463,1
211482,637424,1
499366,689783,1
509276,654563,1
676131,522138,1
561942,513804,1
677093,119887,1
670829,632440,3
120885,108164,1
556513,631199,1
633144,551823,1
582140,519767,1
583505,507447,1
556513,14647,1
601885,547417,1
503323,151819,2
652334,631199,1
190900,680131,1
163063,563778,1
684709,634552,5
170029,571073,1
574429,527744,1
689497,21146,1
236360,653409,1
130491,520826,1
504805,18537,1
9514,608035,1
514407,509968,1
164185,501035,1
41608,199800,1
652334,14647,1
563338,601700,2
666961,539852,1
84781,582461,1
48044,207112,1
544504,690843,1
162594,200265,1
575496,61298,1
691070,3466,3
685607,684611,2
555871,527899,1
499499,3481,1
499280,552723,1
223407,218450,1
538764,512221,2
691809,555871,1
155364,691070,1
669110,505145,1
667739,31570,1
145219,219180,1
565241,567219,1
206053,159126,1
555173,166127,1
572457,640692,1
588836,575173,1
86261,186514,1
3457,589988,1
603806,692218,1
600389,185084,1
105197,566365,1
216766,531858,1
41348,667841,1
640048,686279,1
179684,121002,1
691288,506521,1
521777,510691,1
633843,580948,1
499751,583231,1
247426,638111,1
500517,143035,1
537794,589593,1
580319,681165,1
183952,556648,1
607165,553379,2
31983,548528,1
654825,37541,1
189623,691736,2
36135,684970,1
19699,106354,1
681582,573463,1
501871,554019,1
605470,74258,1
499663,589970,1
666154,152170,1
222852,668471,1
686081,580731,1
137790,639800,1
688495,500469,1
635812,522281,1
68546,203275,1
564156,582178,1
674016,248049,1
555173,586119,3
215634,684709,1
509957,165535,1
677093,214494,1
42730,684709,2
96998,630654,1
213859,548700,1
601208,655508,2
44600,97004,1
172689,201177,1
681721,605791,1
633953,248049,1
46764,667337,1
680629,632891,1
605416,222120,1
531626,502636,1
556513,604103,1
687628,640002,1
505891,602755,1
682665,677309,1
634552,24395,1
683458,138610,1
138449,552320,1
175848,545792,1
667524,116452,1
500960,607127,1
692110,71741,6
686065,691617,1
607508,603634,1
69236,509660,1
150095,692132,1
120885,665882,1
37016,36135,1
127463,689742,1
669110,206179,1
109020,690843,1
686050,640073,3
692099,569699,1
687471,167335,1
552674,500927,1
499281,119075,1
534149,567213,1
239484,669110,2
691349,66584,1
106665,25633,1
105718,580812,1
691650,634455,1
150525,603125,5
185184,686674,1
162330,655825,2
117313,604589,1
670829,666171,1
539144,501330,1
32213,677350,1
589777,49239,1
550311,632273,1
683231,554255,1
522716,692254,1
630461,530062,1
573861,532199,1
629904,65938,1
47725,572793,1
634810,559060,1
500315,678673,1
686674,563778,1
56270,505351,1
572903,63880,1
634042,82648,1
630002,651722,1
166203,553822,1
606522,500184,1
677053,690190,1
32135,178125,1
500128,530483,1
37541,588910,1
582098,573824,1
7350,152470,6
673304,71985,1
549343,28699,1
513977,71141,1
515914,577339,1
601052,533160,1
580876,690330,1
600252,533835,1
144653,556513,1
586620,232265,1
683610,108837,1
199038,534185,1
633930,27906,1
499663,56270,1
681404,577784,1
682804,134669,1
237188,553371,1
73668,78369,1
634171,499395,1
505380,573697,1
675571,159808,1
39651,143923,1
238397,150841,1
667720,171294,1
605993,527825,1
569748,533599,1
499313,532048,1
556668,134669,1
54010,503714,1
527744,601176,1
607241,605108,1
514407,579582,1
517687,548942,1
504416,675788,1
684221,513236,1
556801,102000,1
689910,690843,1
544877,572189,1
167646,190130,1
507222,515788,1
501365,673444,1
99361,575540,1
667618,633359,1
189476,72337,1
569748,114705,1
692110,535455,2
528556,687471,1
603821,560943,1
560525,588838,1
64311,543248,1
523951,557621,1
606230,573158,2
214638,28392,2
579846,75113,1
567751,317761,1
499981,543998,1
52281,165563,1
588780,586129,1
681365,578543,1
549143,633859,1
655569,673073,1
37541,499425,1
50308,553703,1
588107,539866,1
530746,673573,1
640793,168449,2
228466,671924,1
56987,634004,1
555557,572922,1
10992,556204,1
688708,231518,1
123858,560934,1
80642,152810,2
679742,162372,1
38786,157672,1
583231,671177,1
629698,38837,1
241440,602403,1
689874,691609,1
565715,503323,1
275898,573545,1
178389,155509,3
524430,17135,1
629720,677093,1
176804,679687,1
196693,549343,1
41608,601254,1
525936,166728,1
162372,170067,1
607903,685334,2
512059,585080,1
218517,607127,1
218452,106357,1
686053,543004,1
44420,196377,1
583959,519657,1
579307,573087,1
533647,7350,2
501365,231520,1
682700,605061,1
523951,5457,1
562656,4551,1
98046,580191,1
75487,51778,1
548558,200202,1
248515,522648,1
499431,691646,1
639644,606165,1
606894,556861,1
26534,680701,1
682396,576109,1
499363,72114,1
679691,574781,1
690936,79795,1
501005,505849,1
691524,676665,2
167335,669426,1
692254,526488,1
684841,516173,1
580650,232992,1
137950,606251,1
29181,20180,2
690806,241238,3
70991,243516,1
552156,238360,1
639644,675640,2
76779,685324,1
688491,690831,1
65953,235455,1
604799,179467,2
142340,246097,1
188754,201113,1
563515,569699,1
223409,563419,1
177299,654992,2
108656,554255,1
180022,518647,1
689408,587830,1
55011,569699,1
639777,667618,1
690898,116452,2
42167,565173,1
602576,123988,1
37016,570755,1
500045,674367,1
679302,679401,2
204199,239965,1
130232,690653,1
686148,102731,1
521235,521235,2
684047,18444,1
608649,78369,1
601292,602358,1
640790,569699,1
631478,676943,1
309385,126993,1
600628,506681,3
64217,556648,1
115224,578455,1
549343,552320,1
508396,207353,1
570550,583337,1
167759,683458,1
15478,690209,1
519066,686279,1
183344,681793,1
233790,689910,1
669110,504066,1
690831,683424,1
130290,605116,1
556648,690544,1
683777,528843,1
569933,2422,1
500128,600389,1
680297,632891,1
686463,588714,1
680701,673413,1
213325,587370,1
530490,579842,1
185157,195750,1
562936,503020,1
232992,634753,1
682840,564146,1
686613,134489,1
674154,534185,1
575173,520599,1
81444,530486,1
69368,608956,1
21180,337826,1
240590,184944,1
679302,561575,1
689497,634552,1
640076,604145,1
150198,196753,1
588836,629815,2
501491,634783,1
564772,500110,1
500015,114929,1
225574,162938,1
317761,28768,1
634042,603806,1
601254,669693,1
14694,688621,1
580731,67907,1
680629,601885,1
239017,180963,1
691815,532016,1
116593,652629,1
692049,509253,2
691033,671476,1
124765,576193,1
63550,589965,3
687628,684811,1
6835,554620,1
655217,43683,2
600899,550769,1
521254,549658,1
527649,501579,1
224713,562700,1
515788,50299,1
19575,28392,1
507063,500425,1
634711,572903,1
169493,124237,1
191779,590087,1
245243,682975,1
691198,580650,1
19721,578772,2
21645,533159,1
59327,675352,1
116593,166884,1
586119,680833,1
155364,666601,1
220808,688088,1
192344,580495,1
499749,203818,1
500324,28392,1
185213,530464,1
683006,676665,1
183344,601808,1
207112,107741,1
667841,206061,1
569717,549343,1
684709,125509,1
601863,103996,1
545792,165725,1
224497,518647,1
62826,680325,2
126724,564174,1
681511,634833,1
634552,584516,1
607549,302559,1
586763,684709,1
504463,683788,1
680864,673191,1
589629,573087,2
640550,500544,1
677104,499613,1
636938,222059,1
76355,515450,2
674386,673576,1
584344,502218,2
561540,691053,1
569984,533478,1
96384,577576,1
238730,527635,1
79653,29118,1
184266,667739,2
557238,47725,1
692017,221985,1
205135,562534,1
565355,570618,4
684182,241929,1
534185,534185,4
688289,230689,1
36135,635120,4
222772,529172,1
221975,605116,1
76314,570550,1
112630,570951,1
519933,639786,1
208564,672257,1
75271,119887,1
520558,527649,2
224079,500699,1
584370,509276,1
21273,633532,1
588391,535088,1
165218,525349,1
162073,603806,4
178204,688984,1
46764,5457,1
26373,159867,1
688412,30600,1
23771,236279,1
28077,248049,1
565241,605791,1
95254,576836,1
602218,508080,1
686144,680976,1
692218,3481,1
246521,677255,1
655112,190950,1
135389,679380,1
692105,688289,2
518215,545727,3
176804,177299,2
247404,192295,1
63819,511380,1
670511,44130,1
680131,93534,1
561364,500970,3
671904,96730,1
96998,682396,1
682396,634552,1
19001,500982,1
678310,96494,2
550311,674619,1
520921,500623,1
579497,537955,1
638741,509522,1
667715,636649,2
523649,688289,1
668937,29118,1
57326,104536,1
548811,134517,1
679985,550436,1
671619,500260,2
666368,15533,1
189623,45524,1
633843,552017,1
521718,521718,1
683424,632440,1
669693,133758,1
640861,632440,1
640295,137790,1
691333,528762,1
239530,184470,1
519189,50541,1
575173,104536,1
137129,677212,1
604799,543372,1
630868,564083,1
674444,500058,1
222852,541888,2
632891,632891,1
522525,584767,1
521235,501031,1
589686,142795,1
222419,605858,1
583261,600369,1
667743,605993,1
690305,604726,1
37611,690544,1
601254,170246,1
28392,504276,1
151213,159918,1
23771,519836,1
103172,524736,1
503189,505891,1
673911,638340,1
654128,227327,1
499793,505332,1
638781,501871,1
679173,540897,3
508101,96987,1
667010,501428,1
177227,21871,1
589686,681721,1
223700,677375,1
561504,689783,1
239530,238047,1
676476,190254,1
530220,545302,1
686463,64238,1
224497,26373,1
640802,516617,1
566570,32213,1
547768,686183,1
655154,548949,1
506161,570618,1
604103,654785,1
502991,94524,1
238360,504708,1
545815,653013,1
603760,46793,1
681584,237828,1
690645,150963,1
76823,76823,1
35058,508506,2
586220,654385,1
239635,578353,2
669693,53773,1
540897,182351,1
686465,500806,1
670829,605210,1
686990,548940,1
653256,542735,1
189481,637465,1
634554,29444,1
75733,500600,1
505380,579551,1
607127,249059,1
691293,12109,1
639878,150445,1
634455,688621,1
71638,6602,2
69368,126010,1
679557,564156,1
150784,684221,1
117313,640802,1
515794,54949,1
690148,606430,1
630329,227766,1
689354,573087,1
64217,569176,2
223325,85518,2
190254,532362,1
76356,108379,1
531954,175580,1
639147,686755,1
150745,607160,4
13498,607903,1
512059,546833,11
574550,515580,1
189623,637667,1
176804,190900,1
223638,691901,1
174048,50710,1
541767,549757,1
517014,608913,1
601885,678169,1
584344,85358,1
687864,685983,2
564156,601254,4
103423,566287,2
691053,654650,3
59182,239484,1
69236,680096,2
504199,175580,1
607903,574280,3
239635,166127,1
207299,207299,3
185213,588511,1
691234,249360,1
560940,574246,1
58623,526696,1
230496,28392,1
561652,652108,1
508481,150533,4
14694,668390,1
563061,580495,1
196693,679691,1
606622,572793,1
575173,71141,3
192259,203275,1
580853,35396,1
190891,688820,1
686050,561106,1
151141,570550,1
43683,516017,1
580853,224242,1
669110,228466,1
691182,604603,1
583298,162808,1
183900,166103,1
686637,581049,1
543039,677350,1
172030,231977,1
526696,561942,1
41830,45168,1
683006,39590,1
510007,503323,1
537097,679470,1
563778,499308,1
569984,690698,1
604429,506668,1
131488,499313,1
499308,227257,1
152170,29238,1
150198,527290,1
684182,588391,1
634996,510964,1
108019,150745,1
3466,3466,1
518334,634111,1
517331,179467,1
634833,230892,1
581219,162286,1
686001,190825,1
186791,566315,1
514682,675862,1
167277,691261,1
585694,120860,3
112629,606534,1
220006,601953,1
77583,561082,1
144774,74674,2
25786,55498,1
172325,666329,1
585715,190825,1
